controlId,title,family,description
D5-CIMR-24-Testing,Incident Resilience Planning and Strategy - Testing  (Evolving) - 24,Testing,"Recovery scenarios include plans to recover from data destruction and impacts to data integrity, data loss, and system and data availability.┬á"
D5-CIMR-25-Testing,Incident Resilience Planning and Strategy - Testing  (Evolving) - 25,Testing,Widely reported events are used to evaluate and improve the institution's response.┬á
D5-CIMR-26-Testing,Incident Resilience Planning and Strategy - Testing  (Evolving) - 26,Testing,Information backups are tested periodically to verify they are accessible and readable.
D5-CIMR-27-Testing,Incident Resilience Planning and Strategy - Testing  (Intermediate) - 27,Testing,Cyber-attack scenarios are analyzed to determine potential impact to critical business processes.┬á
D5-CIMR-28-Testing,Incident Resilience Planning and Strategy - Testing  (Intermediate) - 28,Testing,"The institution participates in sector-specific cyber exercises or scenarios (e.g., FS-ISAC Cyber Attack (against) Payment Processors (CAPP)).┬á"
D5-CIMR-29-Testing,Incident Resilience Planning and Strategy - Testing  (Intermediate) - 29,Testing,Resilience testing is based on analysis and identification of realistic and highly likely threats as well as new and emerging threats facing the institution.┬á
D5-CIMR-30-Testing,Incident Resilience Planning and Strategy - Testing  (Intermediate) - 30,Testing,"The critical online systems and processes are tested to withstand stresses for extended periods (e.g., DDoS).┬á"
D5-CIMR-31-Testing,Incident Resilience Planning and Strategy - Testing  (Intermediate) - 31,Testing,The results of cyber event exercises are used to improve the incident response plan and automated triggers.┬á
D5-CIMR-32-Testing,Incident Resilience Planning and Strategy - Testing  (Advanced) - 32,Testing,Resilience testing is comprehensive and coordinated across all critical business functions.┬á
D5-CIMR-33-Testing,Incident Resilience Planning and Strategy - Testing  (Advanced) - 33,Testing,The institution validates that it is able to recover from cyber events similar to by known sophisticated attacks at other organizations.┬á
D5-CIMR-34-Testing,Incident Resilience Planning and Strategy - Testing  (Advanced) - 34,Testing,Incident response testing evaluates the institution from an attacker's perspective to determine how the institution or its assets at critical third parties may be targeted.┬á
D5-CIMR-35-Testing,Incident Resilience Planning and Strategy - Testing  (Advanced) - 35,Testing,The institution corrects root causes for problems discovered during cybersecurity resilience testing.┬á
D5-CIMR-36-Testing,Incident Resilience Planning and Strategy - Testing  (Advanced) - 36,Testing,Cybersecurity incident scenarios involving significant financial loss are used to stress test the institution's risk management.┬á
D5-CIMR-37-Testing,Incident Resilience Planning and Strategy - Testing  (Innovative┬á) - 37,Testing,The institution tests the ability to shift business processes or functions between different processing centers or technology systems for cyber incidents without interruption to business or loss of productivity or data.┬á
D5-CIMR-38-Testing,Incident Resilience Planning and Strategy - Testing  (Innovative┬á) - 38,Testing,The institution has validated that it is able to remediate systems damaged by zero-day attacks to maintain current recovery time objectives.┬á
D5-CIMR-39-Testing,Incident Resilience Planning and Strategy - Testing  (Innovative┬á) - 39,Testing,The institution is leading the development of more realistic test environments.┬á
D5-CIMR-40-Testing,Incident Resilience Planning and Strategy - Testing  (Innovative┬á) - 40,Testing,Cyber incident scenarios are used to stress test potential financial losses across the sector
D5-CIMR-41-Detection,Incident Resilience Planning and Strategy - Detection  (Baseline) - 41,Detection,"Alert parameters are set for detecting information security incidents that prompt mitigating actions. (FFIEC Information Security Booklet, page 43)┬á"
D5-CIMR-42-Detection,Incident Resilience Planning and Strategy - Detection  (Baseline) - 42,Detection,"System performance reports contain information that can be used as a risk indicator to detect information security incidents. (FFIEC Information Security Booklet, page 86)┬á"
D5-CIMR-43-Detection,Incident Resilience Planning and Strategy - Detection  (Baseline) - 43,Detection,"Tools and processes are in place to detect, alert, and trigger the incident response program. (FFIEC Information Security Booklet, page 84)┬á"
D5-CIMR-44-Detection,Incident Resilience Planning and Strategy - Detection  (Evolving) - 44,Detection,The institution has processes to detect and alert the incident response team when potential insider activity manifests that could lead to data theft or destruction.┬á
D5-CIMR-45-Detection,Incident Resilience Planning and Strategy - Detection  (Intermediate) - 45,Detection,The incident response program is triggered when anomalous behaviors and attack patterns or signatures are detected.┬á
D5-CIMR-46-Detection,Incident Resilience Planning and Strategy - Detection  (Intermediate) - 46,Detection,"The institution has the ability to discover infiltration, before the attacker traverses across systems, establishes a foothold, steals information, or causes damage to data and systems.┬á"
D5-CIMR-47-Detection,Incident Resilience Planning and Strategy - Detection  (Intermediate) - 47,Detection,Incidents are detected in real time through automated processes that include instant alerts to appropriate personnel who can respond.┬á
D5-CIMR-48-Detection,Incident Resilience Planning and Strategy - Detection  (Intermediate) - 48,Detection,"Network and system alerts are correlated across business units to better detect and prevent multifaceted attacks (e.g., simultaneous DDoS attack and account takeover).┬á"
D5-CIMR-49-Detection,Incident Resilience Planning and Strategy - Detection  (Intermediate) - 49,Detection,Incident detection processes are capable of correlating events across the enterprise.┬á
D5-CIMR-50-Detection,Incident Resilience Planning and Strategy - Detection  (Advanced) - 50,Detection,Sophisticated and adaptive technologies are deployed that can detect and alert the incident response team of specific tasks when threat indicators across the enterprise indicate potential external and internal threats.┬á
D5-CIMR-51-Detection,Incident Resilience Planning and Strategy - Detection  (Advanced) - 51,Detection,Automated tools are implemented to provide specialized security monitoring based on the risk of the assets to detect and alert incident response teams in real time.┬á
D5-CIMR-52-Detection,Incident Resilience Planning and Strategy - Detection  (Innovative┬á) - 52,Detection,The institution is able to detect and block zero-day attempts and inform management and the incident response team in real time.
D5-CIMR-53-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Baseline) - 53,Response and Mitigation,"Appropriate steps are taken to contain and control an incident to prevent further unauthorized access to or use of customer information. (FFIEC Information Security Booklet, page 84)┬á"
D5-CIMR-54-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 54,Response and Mitigation,"The incident response plan is designed to prioritize incidents, enabling a rapid response for significant cybersecurity incidents or vulnerabilities.┬á"
D5-CIMR-55-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 55,Response and Mitigation,A process is in place to help contain incidents and restore operations with minimal service disruption.┬á
D5-CIMR-56-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 56,Response and Mitigation,"Containment and mitigation strategies are developed for multiple incident types (e.g., DDoS, malware).┬á"
D5-CIMR-57-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 57,Response and Mitigation,Procedures include containment strategies and notifying potentially impacted third parties.┬á
D5-CIMR-58-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 58,Response and Mitigation,Processes are in place to trigger the incident response program when an incident occurs at a third party.┬á
D5-CIMR-59-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 59,Response and Mitigation,Records are generated to support incident investigation and mitigation.┬á
D5-CIMR-60-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 60,Response and Mitigation,"The institution calls upon third parties, as needed, to provide mitigation services.┬á"
D5-CIMR-61-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Evolving) - 61,Response and Mitigation,Analysis of events is used to improve the institution's security measures and policies┬á
D5-CIMR-62-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Intermediate) - 62,Response and Mitigation,Analysis of security incidents is performed in the early stages of an intrusion to minimize the impact of the incident.┬á
D5-CIMR-63-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Intermediate) - 63,Response and Mitigation,Any changes to systems/applications or to access entitlements necessary for incident management are reviewed by management for formal approval before implementation.┬á
D5-CIMR-64-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Intermediate) - 64,Response and Mitigation,"Processes are in place to ensure assets affected by a security incident that cannot be returned to operational status are quarantined, removed, disposed of, and/or replaced.┬á"
D5-CIMR-65-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Intermediate) - 65,Response and Mitigation,Processes are in place to ensure that restored assets are appropriately reconfigured and thoroughly tested before being placed back into operation.┬á
D5-CIMR-66-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Advanced) - 66,Response and Mitigation,The incident management function collaborates effectively with the cyber threat intelligence function during an incident.┬á
D5-CIMR-67-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Advanced) - 67,Response and Mitigation,"Links between threat intelligence, network operations, and incident response allow for proactive response to potential incidents.┬á"
D5-CIMR-68-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Advanced) - 68,Response and Mitigation,Technical measures apply defense-in-depth techniques such as deep-packet inspection and black holing for detection and timely response to network-based attacks associated with anomalous ingress or egress traffic patterns and/or DDoS attacks.
D5-CIMR-69-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Innovative┬á) - 69,Response and Mitigation,The institutionΓÇÖs risk management of significant cyber incidents results in limited to no disruptions to critical services.┬á
D5-CIMR-70-Response-and-Mitigation,Incident Resilience Planning and Strategy - Response and Mitigation  (Innovative┬á) - 70,Response and Mitigation,"The technology infrastructure has been engineered to limit the effects of a cyber attack on the production environment from migrating to the backup environment (e.g., air-gapped environment and processes).┬á"
D5-CIMR-01-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Baseline) - 1,Escalation and Reporting,"A process exists to contact personnel who are responsible for analyzing and responding to an incident. (FFIEC Information Security Booklet, page 83)┬á"
D5-CIMR-02-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Baseline) - 2,Escalation and Reporting,"Procedures exist to notify customers, regulators, and law enforcement as required or necessary when the institution becomes aware of an incident involving the unauthorized access to or use of sensitive customer information. (FFIEC Information Security Booklet, page 84)┬á"
D5-CIMR-03-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Baseline) - 3,Escalation and Reporting,"The institution prepares an annual report of security incidents or violations for the board or an appropriate board committee. (FFIEC Information Security Booklet, page 5)┬á"
D5-CIMR-04-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Baseline) - 4,Escalation and Reporting,"Incidents are classified, logged, and tracked. (FFIEC Operations Booklet, page 28)┬á"
D5-CIMR-05-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Evolving) - 5,Escalation and Reporting,Criteria have been established for escalating cyber incidents or vulnerabilities to the board and senior management based on the potential impact and criticality of the risk.┬á
D5-CIMR-06-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Evolving) - 6,Escalation and Reporting,"Regulators, law enforcement, and service providers, as appropriate, are notified when the institution is aware of any unauthorized access to systems or a cyber incident occurs that could result in degradation of services.┬á"
D5-CIMR-07-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Evolving) - 7,Escalation and Reporting,Tracked cyber incidents are correlated for trend analysis and reporting.┬á
D5-CIMR-08-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Intermediate) - 8,Escalation and Reporting,"Employees that are essential to mitigate the risk (e.g., fraud, business resilience) know their role in incident escalation.┬á"
D5-CIMR-09-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Intermediate) - 9,Escalation and Reporting,"A communication plan is used to notify other organizations, including third parties, of incidents that may affect them or their customers.┬á"
D5-CIMR-10-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Intermediate) - 10,Escalation and Reporting,An external communication plan is used for notifying media regarding incidents when applicable.┬á
D5-CIMR-11-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Advanced) - 11,Escalation and Reporting,The institution has established quantitative and qualitative metrics for the cybersecurity incident response process.┬á
D5-CIMR-12-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Advanced) - 12,Escalation and Reporting,"Detailed metrics, dashboards, and/or scorecards outlining cyber incidents and events are provided to management and are part of the board meeting package."
D5-CIMR-13-Escalation-and-Reporting,Escalation and Reporting - Escalation and Reporting  (Innovative┬á) - 13,Escalation and Reporting,A mechanism is in place to provide instantaneous notification of incidents to management and essential employees through multiple communication channels with tracking and verification of receipt
