FDE#,FDE Name,Focal Document Element (FDE),Confidence Levels,NIST IR-8477 Rational,STRM Rationale,STRM Relationship,Strength of Relationship,OneLeet_Controls Requirement Title,Target ID #,OneLeet_Controls Requirement Description,Notes
SA-9(1),SA-09(01) - Risk Assessments and Organizational Approvals,"(a) Conduct an organizational assessment of risk prior to the acquisition or outsourcing of information security services; and(b) Verify that the acquisition or outsourcing of dedicated information security services is approved by {{ insert: param, SA-9(1)(b) }}.GuidanceInformation security services include the operation of security devices, such as firewalls or key management services as well as incident monitoring, analysis, and response. Risks assessed can include system, mission or busine...",medium,functional,FedRAMP_R5_Moderate_Unique SA-9(1) requires (a) Conduct an organizational assessment of risk prior to the acquisition or outsourcing of information security services; and(b) Verify that the acquisition or outsourcing of d.... OneLeet_Controls RM.RAP.V1 requires Risk assessments are conducted at least annually to identify and evaluate potential threats and vulnerabilities that could impact the organization's assets.. Both address risk management. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Risk assessments performed,RM.RAP.V1,Risk assessments are conducted at least annually to identify and evaluate potential threats and vulnerabilities that could impact the organization's assets.,"Overlap: risk management. Divergence: FedRAMP_R5_Moderate_Unique emphasizes acquisition, services, organizational; OneLeet_Controls emphasizes annually, assets, conducted."
SA-9(2),"SA-09(02) - Identification of Functions, Ports, Protocols, and Services","Require providers of the following external system services to identify the functions, ports, protocols, and other services required for the use of such services: {{ insert: param, SA-9(2) }}.GuidanceInformation from external service providers regarding the specific functions, ports, protocols, and services used in the provision of such services can be useful when the need arises to understand the trade-offs involved in restricting certain functions and services or blocking certain ports and...",medium,functional,"FedRAMP_R5_Moderate_Unique SA-9(2) requires Require providers of the following external system services to identify the functions, ports, protocols, and other services required for the use of such services: {{ insert: par.... OneLeet_Controls IS.ISFU.V1 requires Processes for acquisition, use, management and exit from cloud services shall be established in accordance with the organization's information security requirements.. Both address security and privacy governance. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Information security for use of cloud services,IS.ISFU.V1,"Processes for acquisition, use, management and exit from cloud services shall be established in accordance with the organization's information security requirements.","Overlap: none identified. Divergence: FedRAMP_R5_Moderate_Unique emphasizes functions, ports, protocols; OneLeet_Controls emphasizes cloud, accordance, established."
SA-9(5),"SA-09(05) - Processing, Storage, and Service Location","Restrict the location of {{ insert: param, SA-9(5)-1 }} to {{ insert: param, SA-9(5)-2 }} based on {{ insert: param, SA-9(5)-3 }}.GuidanceThe location of information processing, information and data storage, or system services can have a direct impact on the ability of organizations to successfully execute their mission and business functions. The impact occurs when external providers control the location of processing, storage, or services. The criteria that external providers use for the se...",medium,functional,"FedRAMP_R5_Moderate_Unique SA-9(5) requires Restrict the location of {{ insert: param, SA-9(5)-1 }} to {{ insert: param, SA-9(5)-2 }} based on {{ insert: param, SA-9(5)-3 }}.GuidanceThe location of information processing,.... OneLeet_Controls MI.PAM.V1 requires Monitor system processing activities to detect and address processing errors, delays, or unauthorized modifications. This monitoring should include automated alerts for processi.... Both address incident response. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Processing activities monitored,MI.PAM.V1,"Monitor system processing activities to detect and address processing errors, delays, or unauthorized modifications. This monitoring should include automated alerts for processing failures or anomalies.","Overlap: incident response. Divergence: FedRAMP_R5_Moderate_Unique emphasizes insert, param, sa-9; OneLeet_Controls emphasizes activities, address, delays."
SA-10,SA-10 - Developer Configuration Management,"Require the developer of the system, system component, or system service to:a. Perform configuration management during system, component, or service {{ insert: param, SA-10(a) }};b. Document, manage, and control the integrity of changes to {{ insert: param, SA-10(b) }};c. Implement only organization-approved changes to the system, component, or service;d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; ande. Track...",medium,semantic,"FedRAMP_R5_Moderate_Unique SA-10 requires Require the developer of the system, system component, or system service to:a. Perform configuration management during system, component, or service {{ insert: param, SA-10(a) }.... OneLeet_Controls IS.CM.V1 requires Configurations, including security configurations, of hardware, software, services and networks shall be established, documented, implemented, monitored and reviewed.. Both address security and privacy governance. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Configuration management,IS.CM.V1,"Configurations, including security configurations, of hardware, software, services and networks shall be established, documented, implemented, monitored and reviewed.","Shared scope: none identified. FedRAMP_R5_Moderate_Unique additionally includes system, developer, acquisition; OneLeet_Controls emphasizes configurations, documented, established."
SA-11,SA-11 - Developer Testing and Evaluation,"Require the developer of the system, system component, or system service, at all post-design stages of the system development life cycle, to:a. Develop and implement a plan for ongoing security and privacy control assessments;b. Perform {{ insert: param, SA-11(b)-1 }} testing/evaluation {{ insert: param, SA-11(b)-2 }} at {{ insert: param, SA-11(b)-3 }};c. Produce evidence of the execution of the assessment plan and the results of the testing and evaluation;d. Implement a verifiable flaw remed...",medium,functional,"FedRAMP_R5_Moderate_Unique SA-11 requires Require the developer of the system, system component, or system service, at all post-design stages of the system development life cycle, to:a. Develop and implement a plan for.... OneLeet_Controls DM.ASTP.V1 requires Perform comprehensive testing of AI systems to verify they meet specifications, function correctly, and are secure and reliable throughout their lifecycle.. Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,AI system testing performed,DM.ASTP.V1,"Perform comprehensive testing of AI systems to verify they meet specifications, function correctly, and are secure and reliable throughout their lifecycle.","Overlap: audit and monitoring; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes developer, acquisition, component; OneLeet_Controls emphasizes comprehensive, correctly, data."
SA-11(1),SA-11(01) - Static Code Analysis,"Require the developer of the system, system component, or system service to employ static code analysis tools to identify common flaws and document the results of the analysis.GuidanceStatic code analysis provides a technology and methodology for security reviews and includes checking for weaknesses in the code as well as for the incorporation of libraries or other included code with known vulnerabilities or that are out-of-date and not supported. Static code analysis can be used to identify...",medium,functional,"FedRAMP_R5_Moderate_Unique SA-11(1) requires Require the developer of the system, system component, or system service to employ static code analysis tools to identify common flaws and document the results of the analysis.G.... OneLeet_Controls MI.MMAA.V1 requires The organization shall determine: a) what needs to be monitored and measured, including information security processes and controls; b) the methods for monitoring, measurement,.... Both address audit and monitoring. FedRAMP_R5_Moderate_Unique is narrower and fits within OneLeet_Controls scope.",subset_of,6,"Monitoring, measurement, analysis, and evaluation",MI.MMAA.V1,"The organization shall determine: a) what needs to be monitored and measured, including information security processes and controls; b) the methods for monitoring, measurement, analysis and evaluation, as applicable, to ensure valid results. The methods selected should produce comparable and reproducible results to be considered valid; c) when the monitoring and measuring shall be performed; d) who shall monitor and measure; e) when the results from monitoring and measurement shall be analyze...","Shared scope: audit and monitoring. FedRAMP_R5_Moderate_Unique emphasizes system, code, static; OneLeet_Controls additionally includes monitoring, evaluation, measurement."
SA-11(2),SA-11(02) - Threat Modeling and Vulnerability Analyses,"Require the developer of the system, system component, or system service to perform threat modeling and vulnerability analyses during development and the subsequent testing and evaluation of the system, component, or service that:(a) Uses the following contextual information: {{ insert: param, SA-11(2)(a) }};(b) Employs the following tools and methods: {{ insert: param, SA-11(2)(b) }};(c) Conducts the modeling and analyses at the following level of rigor: {{ insert: param, SA-11(2)(c) }} ; an...",medium,functional,"FedRAMP_R5_Moderate_Unique SA-11(2) requires Require the developer of the system, system component, or system service to perform threat modeling and vulnerability analyses during development and the subsequent testing and.... OneLeet_Controls MI.TI.V1 requires Information relating to information security threats shall be collected and analyzed to produce threat intelligence.. Both address risk management. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Threat Intelligence,MI.TI.V1,Information relating to information security threats shall be collected and analyzed to produce threat intelligence.,"Shared scope: risk management; audit and monitoring. FedRAMP_R5_Moderate_Unique additionally includes system, modeling, sa-11; OneLeet_Controls emphasizes intelligence, analyzed, collected."
SA-15,"SA-15 - Development Process, Standards, and Tools","a. Require the developer of the system, system component, or system service to follow a documented development process that:1. Explicitly addresses security and privacy requirements;2. Identifies the standards and tools used in the development process;3. Documents the specific tool options and tool configurations used in the development process; and4. Documents, manages, and ensures the integrity of changes to the process and/or tools used in development; andb. Review the development process,...",medium,functional,"FedRAMP_R5_Moderate_Unique SA-15 requires a. Require the developer of the system, system component, or system service to follow a documented development process that:1. Explicitly addresses security and privacy requirem.... OneLeet_Controls AC.MTMA.V1 requires Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. A.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Maintenance tools managed and secured,AC.MTMA.V1,"Implement a process to approve, control, and monitor the use of system maintenance tools, ensuring they are free from malicious code and do not compromise the security of CUI. Additionally, prevent unauthorized removal of system maintenance equipment containing CUI by sanitizing, retaining, or securely destroying such equipment as outlined in the Asset Management Policy.","Overlap: access control; incident response; audit and monitoring. Divergence: FedRAMP_R5_Moderate_Unique emphasizes acquisition, development, sa-15; OneLeet_Controls emphasizes maintenance, access, approve."
SA-15(3),SA-15(03) - Criticality Analysis,"Require the developer of the system, system component, or system service to perform a criticality analysis:(a) At the following decision points in the system development life cycle: {{ insert: param, SA-15(3)(a) }} ; and(b) At the following level of rigor: {{ insert: param, SA-15(3)(b) }}.GuidanceCriticality analysis performed by the developer provides input to the criticality analysis performed by organizations. Developer input is essential to organizational criticality analysis because orga...",medium,functional,"FedRAMP_R5_Moderate_Unique SA-15(3) requires Require the developer of the system, system component, or system service to perform a criticality analysis:(a) At the following decision points in the system development life cy.... OneLeet_Controls RM.TRAC.V1 requires Based on your risk assessment methodology developed in your ‘Risk Management Policy’, implement a more targeted risk analyses specifically considering the following points:- Eva.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Targeted risk analysis conducted,RM.TRAC.V1,"Based on your risk assessment methodology developed in your ‘Risk Management Policy’, implement a more targeted risk analyses specifically considering the following points:- Evaluate which system components are not at risk for malware- Frequency of periodic malware scans- Review application and system account access privileges- Frequency of password/passphrase changes for application and system accounts- Frequency of periodic log reviews for certain system components- Frequency of installing...","Shared scope: access control. FedRAMP_R5_Moderate_Unique additionally includes sa-15, criticality, insert; OneLeet_Controls emphasizes risk, frequency, application."
SC-2,SC-02 - Separation of System and User Functionality,"Separate user functionality, including user interface services, from system management functionality.GuidanceSystem management functionality includes functions that are necessary to administer databases, network components, workstations, or servers. These functions typically require privileged user access. The separation of user functions from system management functions is physical or logical. Organizations may separate system management functions from user functions by using different compu...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-2 requires Separate user functionality, including user interface services, from system management functionality.GuidanceSystem management functionality includes functions that are necessar.... OneLeet_Controls DM.ASTP.V1 requires Perform comprehensive testing of AI systems to verify they meet specifications, function correctly, and are secure and reliable throughout their lifecycle.. Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,AI system testing performed,DM.ASTP.V1,"Perform comprehensive testing of AI systems to verify they meet specifications, function correctly, and are secure and reliable throughout their lifecycle.","Overlap: audit and monitoring; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes functionality, user, communications; OneLeet_Controls emphasizes testing, comprehensive, correctly."
SC-4,SC-04 - Information in Shared System Resources,Prevent unauthorized and unintended information transfer via shared system resources.GuidancePreventing unauthorized and unintended information transfer via shared system resources stops information produced by the actions of prior users or roles (or the actions of processes acting on behalf of prior users or roles) from being available to current users or roles (or current processes acting on behalf of current users or roles) that obtain access to shared system resources after those resource...,medium,functional,FedRAMP_R5_Moderate_Unique SC-4 requires Prevent unauthorized and unintended information transfer via shared system resources.GuidancePreventing unauthorized and unintended information transfer via shared system resour.... OneLeet_Controls DM.SUNM.V1 requires Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system a.... Both address access control. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,System use notification mechanisms established,DM.SUNM.V1,Implement and maintain a system use notification message that includes privacy and security notices and must be displayed and acknowledged before granting access to any system accessing sensitive data.,"Overlap: access control; incident response; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes resources, shared, communications; OneLeet_Controls emphasizes data, notification, access."
SC-7(3),SC-07(03) - Access Points,"Limit the number of external network connections to the system.GuidanceLimiting the number of external network connections facilitates monitoring of inbound and outbound communications traffic. The Trusted Internet Connection DHS TIC initiative is an example of a federal guideline that requires limits on the number of external network connections. Limiting the number of external network connections to the system is important during transition periods from older to newer technologies (e.g., tr...",high,functional,FedRAMP_R5_Moderate_Unique SC-7(3) requires Limit the number of external network connections to the system.GuidanceLimiting the number of external network connections facilitates monitoring of inbound and outbound communi.... OneLeet_Controls EP.WAPI.V1 requires Test for the presence of all Wi-Fi access points at least once every three months and use tools or methods that can detect both authorized and unauthorized access points. If pos.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.,superset_of,7,Wireless access points identified and monitored,EP.WAPI.V1,"Test for the presence of all Wi-Fi access points at least once every three months and use tools or methods that can detect both authorized and unauthorized access points. If possible, use automated monitoring tools that can alert personnel when new access points are detected.Maintain an up-to-date list of all authorized wireless access points and document a business justification for each authorized access point. Regularly review and update this inventory.","Shared scope: access control; audit and monitoring. FedRAMP_R5_Moderate_Unique additionally includes system, communications, connections; OneLeet_Controls emphasizes authorized, both, detect."
SC-7(4),SC-07(04) - External Telecommunications Services,"(a) Implement a managed interface for each external telecommunication service;(b) Establish a traffic flow policy for each managed interface;(c) Protect the confidentiality and integrity of the information being transmitted across each interface;(d) Document each exception to the traffic flow policy with a supporting mission or business need and duration of that need;(e) Review exceptions to the traffic flow policy {{ insert: param, SC-7(4)(e) }} and remove exceptions that are no longer suppo...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-7(4) requires (a) Implement a managed interface for each external telecommunication service;(b) Establish a traffic flow policy for each managed interface;(c) Protect the confidentiality and.... OneLeet_Controls DM.EPIM.V1 requires Establish and maintain a system for handling all privacy-related inquiries, including general questions, complaints, disputes, and specific requests for personal information acc.... Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,External privacy inquiries managed,DM.EPIM.V1,"Establish and maintain a system for handling all privacy-related inquiries, including general questions, complaints, disputes, and specific requests for personal information access and correction.","Overlap: access control; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes flow, interface, policy; OneLeet_Controls emphasizes inquiries, access, complaints."
SC-7(5),SC-07(05) - Deny by Default — Allow by Exception,"Deny network communications traffic by default and allow network communications traffic by exception {{ insert: param, SC-7(5) }}.GuidanceDenying by default and allowing by exception applies to inbound and outbound network communications traffic. A deny-all, permit-by-exception network communications traffic policy ensures that only those system connections that are essential and approved are allowed. Deny by default, allow by exception also applies to a system that is connected to an externa...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-7(5) requires Deny network communications traffic by default and allow network communications traffic by exception {{ insert: param, SC-7(5) }}.GuidanceDenying by default and allowing by exce.... OneLeet_Controls DM.PIPE.V1 requires Establish systematic controls in your processing integrity policy that ensure the completeness, accuracy, validity, timeliness, and authorization of system processing while main.... Both address governance and policy. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Processing integrity policy established,DM.PIPE.V1,"Establish systematic controls in your processing integrity policy that ensure the completeness, accuracy, validity, timeliness, and authorization of system processing while maintaining data quality throughout the entire processing lifecycle.","Overlap: governance and policy; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes communications, allow, default; OneLeet_Controls emphasizes processing, data, integrity."
SC-7(7),SC-07(07) - Split Tunneling for Remote Devices,"Prevent split tunneling for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using {{ insert: param, SC-7(7) }}.GuidanceSplit tunneling is the process of allowing a remote user or device to establish a non-remote connection with a system and simultaneously communicate via some other connection to a resource in an external network. This method of network access enables a user to access remote devices and simultaneously, access uncontrolled net...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-7(7) requires Prevent split tunneling for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using {{ insert: param, SC-7(7) }}.GuidanceSplit.... OneLeet_Controls OS.RWC.V1 requires Security measures shall be implemented when personnel are working remotely to protect information accessed, processed or stored outside the organization's premises.. Both address access control. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Remote working controls,OS.RWC.V1,"Security measures shall be implemented when personnel are working remotely to protect information accessed, processed or stored outside the organization's premises.","Overlap: access control; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes split, devices, tunneling; OneLeet_Controls emphasizes working, accessed, implemented."
SC-7(8),SC-07(08) - Route Traffic to Authenticated Proxy Servers,"Route {{ insert: param, SC-7(8)-1 }} to {{ insert: param, SC-7(8)-2 }} through authenticated proxy servers at managed interfaces.GuidanceExternal networks are networks outside of organizational control. A proxy server is a server (i.e., system or application) that acts as an intermediary for clients requesting system resources from non-organizational or other organizational servers. System resources that may be requested include files, connections, web pages, or services. Client requests esta...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-7(8) requires Route {{ insert: param, SC-7(8)-1 }} to {{ insert: param, SC-7(8)-2 }} through authenticated proxy servers at managed interfaces.GuidanceExternal networks are networks outside o.... OneLeet_Controls DM.EPIM.V1 requires Establish and maintain a system for handling all privacy-related inquiries, including general questions, complaints, disputes, and specific requests for personal information acc.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,External privacy inquiries managed,DM.EPIM.V1,"Establish and maintain a system for handling all privacy-related inquiries, including general questions, complaints, disputes, and specific requests for personal information access and correction.","Shared scope: access control; data protection. FedRAMP_R5_Moderate_Unique additionally includes authenticated, insert, param; OneLeet_Controls emphasizes inquiries, access, complaints."
SC-7(12),SC-07(12) - Host-based Protection,"Implement {{ insert: param, SC-7(12)-1 }} at {{ insert: param, SC-7(12)-2 }}.GuidanceHost-based boundary protection mechanisms include host-based firewalls. System components that employ host-based boundary protection mechanisms include servers, workstations, notebook computers, and mobile devices.",medium,functional,"FedRAMP_R5_Moderate_Unique SC-7(12) requires Implement {{ insert: param, SC-7(12)-1 }} at {{ insert: param, SC-7(12)-2 }}.GuidanceHost-based boundary protection mechanisms include host-based firewalls. System components th.... OneLeet_Controls OS.POR.V1 requires Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.. Both address data protection. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Protection of records,OS.POR.V1,"Records shall be protected from loss, destruction, falsification, unauthorized access and unauthorized release.","Overlap: data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes insert, param, sc-7; OneLeet_Controls emphasizes records, unauthorized, access."
SC-7(18),SC-07(18) - Fail Secure,"Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.GuidanceFail secure is a condition achieved by employing mechanisms to ensure that in the event of operational failures of boundary protection devices at managed interfaces, systems do not enter into unsecure states where intended security properties no longer hold. Managed interfaces include routers, firewalls, and application gateways that reside on protected subnetworks (com...",medium,functional,FedRAMP_R5_Moderate_Unique SC-7(18) requires Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.GuidanceFail secure is a condition achieved by employing mec.... OneLeet_Controls DM.SDPE.V1 requires Establish and maintain a documented procedure for the secure disposal of electronic and physical media containing protected or classified data. This process renders the data unu.... Both address access control. They overlap in objective but differ in implementation detail or scope.,intersects_with,3,Secure disposal process established,DM.SDPE.V1,"Establish and maintain a documented procedure for the secure disposal of electronic and physical media containing protected or classified data. This process renders the data unusable, unreadable, and indecipherable to prevent unauthorized access.","Overlap: access control; incident response; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes boundary, communications, device; OneLeet_Controls emphasizes data, disposal, classified."
SC-10,SC-10 - Network Disconnect,"Terminate the network connection associated with a communications session at the end of the session or after {{ insert: param, SC-10 }} of inactivity.GuidanceNetwork disconnect applies to internal and external networks. Terminating network connections associated with specific communications sessions includes de-allocating TCP/IP address or port pairs at the operating system level and de-allocating the networking assignments at the application level if multiple application sessions are using a...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-10 requires Terminate the network connection associated with a communications session at the end of the session or after {{ insert: param, SC-10 }} of inactivity.GuidanceNetwork disconnect.... OneLeet_Controls IS.ANCT.V1 requires Network connections associated with communication sessions must be automatically terminated at the end of the session or after a period of inactivity as defined in the Network S.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Automatic network connection termination,IS.ANCT.V1,"Network connections associated with communication sessions must be automatically terminated at the end of the session or after a period of inactivity as defined in the Network Security Policy. This ensures that unused connections are not left open, reducing the risk of unauthorized access or misuse.","Shared scope: access control. FedRAMP_R5_Moderate_Unique additionally includes communications, sc-10, disconnect; OneLeet_Controls emphasizes automatic, automatically, communication."
SC-17,SC-17 - Public Key Infrastructure Certificates,"a. Issue public key certificates under an {{ insert: param, SC-17(a) }} or obtain public key certificates from an approved service provider; andb. Include only approved trust anchors in trust stores or certificate stores managed by the organization.GuidancePublic key infrastructure (PKI) certificates are certificates with visibility external to organizational systems and certificates related to the internal operations of systems, such as application-specific time services. In cryptographic sy...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-17 requires a. Issue public key certificates under an {{ insert: param, SC-17(a) }} or obtain public key certificates from an approved service provider; andb. Include only approved trust an.... OneLeet_Controls DM.KMPI.V1 requires Implement a key management system covering the entire lifecycle of cryptographic keys.. Both address data protection. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Key management process implemented,DM.KMPI.V1,Implement a key management system covering the entire lifecycle of cryptographic keys.,"Overlap: data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes certificates, communications, infrastructure; OneLeet_Controls emphasizes management, covering, cryptographic."
SC-18,SC-18 - Mobile Code,"a. Define acceptable and unacceptable mobile code and mobile code technologies; andb. Authorize, monitor, and control the use of mobile code within the system.GuidanceMobile code includes any program, application, or content that can be transmitted across a network (e.g., embedded in an email, document, or website) and executed on a remote system. Decisions regarding the use of mobile code within organizational systems are based on the potential for the code to cause damage to the systems if...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-18 requires a. Define acceptable and unacceptable mobile code and mobile code technologies; andb. Authorize, monitor, and control the use of mobile code within the system.GuidanceMobile cod.... OneLeet_Controls DM.SPIA.V1 requires Implement a system that automatically deletes sensitive payment information after it's no longer needed for business or legal purposes.For the purposes of this control sensitive.... Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Sensitive payment information automatically deleted,DM.SPIA.V1,Implement a system that automatically deletes sensitive payment information after it's no longer needed for business or legal purposes.For the purposes of this control sensitive data is any of the following:- Full track data (all the info from a card's magnetic stripe)- Card verification code (the 3 or 4 digit code on the card)- PIN (Personal Identification Number) or PIN blockConfigure your payment system to automatically delete this sensitive data right after approval. If you must keep it t...,"Overlap: audit and monitoring; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes code, communications, mobile; OneLeet_Controls emphasizes automatically, payment, sensitive."
SC-23,SC-23 - Session Authenticity,"Protect the authenticity of communications sessions.GuidanceProtecting session authenticity addresses communications protection at the session level, not at the packet level. Such protection establishes grounds for confidence at both ends of communications sessions in the ongoing identities of other parties and the validity of transmitted information. Authenticity protection includes protecting against man-in-the-middle attacks, session hijacking, and the insertion of false information into s...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-23 requires Protect the authenticity of communications sessions.GuidanceProtecting session authenticity addresses communications protection at the session level, not at the packet level. Su.... OneLeet_Controls EP.ASLE.V1 requires Enforce automatic session locking to prevent unauthorized access to unattended devices. Automatic session locking helps protect sensitive data from unauthorized access and misuse.. Both address data protection. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Automatic session locking enforced,EP.ASLE.V1,Enforce automatic session locking to prevent unauthorized access to unattended devices. Automatic session locking helps protect sensitive data from unauthorized access and misuse.,"Overlap: data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes authenticity, communications, protect; OneLeet_Controls emphasizes automatic, locking, access."
SC-45,SC-45 - System Time Synchronization,"Synchronize system clocks within and between systems and system components.GuidanceTime synchronization of system clocks is essential for the correct execution of many system services, including identification and authentication processes that involve certificates and time-of-day restrictions as part of access control. Denial of service or failure to deny expired credentials may result without properly synchronized clocks within and between systems and system components. Time is commonly expr...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-45 requires Synchronize system clocks within and between systems and system components.GuidanceTime synchronization of system clocks is essential for the correct execution of many system se.... OneLeet_Controls IS.CSE.V1 requires Enforce clock synchronization across all systems and devices within the organization's network using a reliable and accurate time source, such as Network Time Protocol (NTP) or.... Both address access control. FedRAMP_R5_Moderate_Unique covers broader scope than OneLeet_Controls.",superset_of,6,Clock synchronization enforced,IS.CSE.V1,"Enforce clock synchronization across all systems and devices within the organization's network using a reliable and accurate time source, such as Network Time Protocol (NTP) or Precision Time Protocol (PTP). Regularly monitor and audit system clocks to ensure they remain synchronized and promptly address any discrepancies to maintain the integrity of time-dependent processes, such as logging, authentication, and transaction processing.","Shared scope: access control; data protection. FedRAMP_R5_Moderate_Unique additionally includes system, between, clocks; OneLeet_Controls emphasizes clock, network, protocol."
SC-45(1),SC-45(01) - Synchronization with Authoritative Time Source,"(a) Compare the internal system clocks {{ insert: param, SC-45(1)(a)-1 }} with {{ insert: param, SC-45(1)(a)-2 }} ; and(b) Synchronize the internal system clocks to the authoritative time source when the time difference is greater than {{ insert: param, SC-45(1)(b) }}.GuidanceSynchronization of internal system clocks with an authoritative source provides uniformity of time stamps for systems with multiple system clocks and systems connected over a network.SC-45(1) Additional FedRAMP Requireme...",medium,functional,"FedRAMP_R5_Moderate_Unique SC-45(1) requires (a) Compare the internal system clocks {{ insert: param, SC-45(1)(a)-1 }} with {{ insert: param, SC-45(1)(a)-2 }} ; and(b) Synchronize the internal system clocks to the authorit.... OneLeet_Controls IS.CSE.V1 requires Enforce clock synchronization across all systems and devices within the organization's network using a reliable and accurate time source, such as Network Time Protocol (NTP) or.... Both address audit and monitoring. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Clock synchronization enforced,IS.CSE.V1,"Enforce clock synchronization across all systems and devices within the organization's network using a reliable and accurate time source, such as Network Time Protocol (NTP) or Precision Time Protocol (PTP). Regularly monitor and audit system clocks to ensure they remain synchronized and promptly address any discrepancies to maintain the integrity of time-dependent processes, such as logging, authentication, and transaction processing.","Overlap: audit and monitoring; data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes sc-45, insert, param; OneLeet_Controls emphasizes clock, network, protocol."
SI-2(2),SI-02(02) - Automated Flaw Remediation Status,"Determine if system components have applicable security-relevant software and firmware updates installed using {{ insert: param, SI-2(2)-1 }} {{ insert: param, SI-2(2)-2 }}.GuidanceAutomated mechanisms can track and determine the status of known flaws for system components.",medium,functional,"FedRAMP_R5_Moderate_Unique SI-2(2) requires Determine if system components have applicable security-relevant software and firmware updates installed using {{ insert: param, SI-2(2)-1 }} {{ insert: param, SI-2(2)-2 }}.Guid.... OneLeet_Controls DM.TGAR.V1 requires This control ensures that any gaps identified in the privacy program—whether through audits, assessments, or regulatory reviews—are formally tracked and addressed. It requires t.... Both address data protection. They overlap in objective but differ in implementation detail or scope.",intersects_with,3,Track Gaps and Remediation,DM.TGAR.V1,"This control ensures that any gaps identified in the privacy program—whether through audits, assessments, or regulatory reviews—are formally tracked and addressed. It requires the organization to document each gap, assign remediation actions, monitor progress, and verify completion to maintain compliance with CCPA and related privacy requirements. The control supports continuous improvement by ensuring that privacy risks are systematically mitigated and accountability is maintained.","Overlap: data protection. Divergence: FedRAMP_R5_Moderate_Unique emphasizes insert, param, si-2; OneLeet_Controls emphasizes gaps, addressed, assessments."
